name,type,required,default,example,enum,description,path,interface_id,is_amount_field,is_quantity_field,is_time_field,is_status_field,is_id_field,suggested_db_column
ntbRevenuePercent,double,否,,30,,品牌新买家销售额占比，计算公式：ntbRevenue / attributedSales * 100%,data.list[].ntbRevenuePercent,LX-058A66EC8E8E,是,否,否,否,否,lx_ntb_revenue_percent
ntbUnits,int,否,,45,,品牌新买家销量,data.list[].ntbUnits,LX-058A66EC8E8E,否,是,否,否,否,lx_ntb_units
ntbUnitsPercent,double,否,,30,,品牌新买家销量占比，计算公式：ntbUnits / attributedUnits * 100%,data.list[].ntbUnitsPercent,LX-058A66EC8E8E,否,是,否,否,否,lx_ntb_units_percent
numAdsClicks,int,否,,250,,广告点击量,data.list[].numAdsClicks,LX-058A66EC8E8E,否,是,否,否,否,lx_num_ads_clicks
numAdsShown,int,否,,5000,,曝光次数,data.list[].numAdsShown,LX-058A66EC8E8E,否,是,否,否,否,lx_num_ads_shown
otherSkuSales,double,否,,1500,,关联销售额，间接归因销售额,data.list[].otherSkuSales,LX-058A66EC8E8E,是,否,否,否,否,lx_other_sku_sales
otherSkuUnits,int,否,,80,,关联销量，间接归因销量,data.list[].otherSkuUnits,LX-058A66EC8E8E,否,是,否,否,否,lx_other_sku_units
reportTag,string,否,,REALTIME,REALTIME-实时数据标识,报表标签，枚举值：REALTIME-实时数据标识,data.list[].reportTag,LX-058A66EC8E8E,否,否,是,否,是,lx_report_tag
roas,double,否,,4,,投入产出比ROAS，计算公式：广告销售额 / 广告花费,data.list[].roas,LX-058A66EC8E8E,是,否,否,否,否,lx_roas
rollover,boolean,否,,1,,是否结转，前一天未用的每日预算是否应结转到第二天的每日预算,data.list[].rollover,LX-058A66EC8E8E,否,否,否,否,否,lx_rollover
startDate,string,否,,2024-11-01,,广告活动开始日期,data.list[].startDate,LX-058A66EC8E8E,否,否,是,否,否,lx_start_date
targetingType,string,否,,manual,"manual-手动投放, auto-自动投放","投放类型，枚举值：manual-手动投放, auto-自动投放",data.list[].targetingType,LX-058A66EC8E8E,否,否,否,否,否,lx_targeting_type
totalBudget,double,否,,10000,,广告活动总预算,data.list[].totalBudget,LX-058A66EC8E8E,否,否,否,否,否,lx_total_budget
totalCompleteViewOrders,long,否,,5,,完整观看订单总数，仅SV视频广告,data.list[].totalCompleteViewOrders,LX-058A66EC8E8E,否,否,否,否,否,lx_total_complete_view_orders
totalCompleteViewUnits,long,否,,15,,完整观看销量总数，仅SV视频广告,data.list[].totalCompleteViewUnits,LX-058A66EC8E8E,否,是,否,否,否,lx_total_complete_view_units
video5SecondViews,long,否,,200,,视频5秒观看次数，仅SV视频广告,data.list[].video5SecondViews,LX-058A66EC8E8E,否,否,否,否,否,lx_video5_second_views
videoCompleteViews,long,否,,50,,视频完整观看次数，仅SV视频广告,data.list[].videoCompleteViews,LX-058A66EC8E8E,否,否,否,否,否,lx_video_complete_views
videoFirstQuartileViews,long,否,,100,,视频第一四分位观看次数，仅SV视频广告,data.list[].videoFirstQuartileViews,LX-058A66EC8E8E,否,否,否,否,否,lx_video_first_quartile_views
videoImpressions,long,否,,1000,,视频曝光量，仅SV视频广告,data.list[].videoImpressions,LX-058A66EC8E8E,否,否,否,否,否,lx_video_impressions
videoMidpointViews,long,否,,80,,视频中点观看次数，仅SV视频广告,data.list[].videoMidpointViews,LX-058A66EC8E8E,否,否,否,否,否,lx_video_midpoint_views
videoThirdQuartileViews,long,否,,60,,视频第三四分位观看次数，仅SV视频广告,data.list[].videoThirdQuartileViews,LX-058A66EC8E8E,否,否,否,否,否,lx_video_third_quartile_views
videoUnmutes,long,否,,30,,视频取消静音次数，仅SV视频广告,data.list[].videoUnmutes,LX-058A66EC8E8E,否,否,否,否,否,lx_video_unmutes
viewThroughOrders,long,否,,10,,浏览订单数，仅SV视频广告,data.list[].viewThroughOrders,LX-058A66EC8E8E,否,否,否,否,否,lx_view_through_orders
viewThroughSales,double,否,,500,,浏览销售额，仅SV视频广告,data.list[].viewThroughSales,LX-058A66EC8E8E,是,否,否,否,否,lx_view_through_sales
viewThroughUnitsSold,long,否,,20,,浏览销量，仅SV视频广告,data.list[].viewThroughUnitsSold,LX-058A66EC8E8E,否,是,否,否,否,lx_view_through_units_sold
viewableImpressions,long,否,,800,,可见曝光量，仅SV视频广告,data.list[].viewableImpressions,LX-058A66EC8E8E,否,否,否,否,否,lx_viewable_impressions
total,int,是,,100,,总记录数,data.total,LX-058A66EC8E8E,否,否,否,否,否,lx_total
error_details,array,是,,,,错误详情,error_details,LX-058A66EC8E8E,否,否,否,否,否,lx_error_details
message,string,是,,,,提示信息,message,LX-058A66EC8E8E,否,否,否,否,否,lx_message
request_id,string,是,,,,请求id,request_id,LX-058A66EC8E8E,否,否,否,否,是,lx_request_id
response_time,string,是,,,,响应时间,response_time,LX-058A66EC8E8E,否,否,是,否,否,lx_response_time
total,int,是,,,,总记录数,total,LX-058A66EC8E8E,否,否,否,否,否,lx_total
code,int,,,0,,状态码，0 成功,code,LX-06B2902A5005,否,否,否,是,否,lx_code
data,object,,,,,响应数据,data,LX-06B2902A5005,否,否,否,否,否,lx_data
fail_num,int,,,1,,失败数量,data.fail_num,LX-06B2902A5005,否,是,否,否,否,lx_fail_num
failure_info,array,,,,,失败详情信息,data.failure_info,LX-06B2902A5005,否,否,否,否,否,lx_failure_info
global_order_no,string,,,103579112899859456,,系统单号,data.failure_info[].global_order_no,LX-06B2902A5005,否,否,否,否,是,lx_global_order_no
message,string,,,订单预发货中,,失败原因,data.failure_info[].message,LX-06B2902A5005,否,否,否,否,否,lx_message
success_num,int,,,1,,成功数量,data.success_num,LX-06B2902A5005,否,是,否,否,否,lx_success_num
message,String,,,,,返回消息,message,LX-06B2902A5005,否,否,否,否,否,lx_message
request_id,String,,,,,请求id,request_id,LX-06B2902A5005,否,否,否,否,是,lx_request_id
response_time,String,,,,,请求时间,response_time,LX-06B2902A5005,否,否,是,否,否,lx_response_time
code,int,是,,0,,状态码，0 成功,code,LX-06BDDD3B9762,否,否,否,是,否,lx_code
data,object,是,,,,响应数据,data,LX-06BDDD3B9762,否,否,否,否,否,lx_data
error_details,array,是,,,,错误信息,error_details,LX-06BDDD3B9762,否,否,否,否,否,lx_error_details
message,string,是,,success,,消息提示,message,LX-06BDDD3B9762,否,否,否,否,否,lx_message
request_id,string,是,,77ac259a67d5462594c83b80669b6eae.1692331008758,,请求链路id,request_id,LX-06BDDD3B9762,否,否,否,否,是,lx_request_id
response_time,string,是,,2023-08-18 11:56:49,,响应时间,response_time,LX-06BDDD3B9762,否,否,是,否,否,lx_response_time
total,int,是,,0,,总数,total,LX-06BDDD3B9762,否,否,否,否,否,lx_total
code,number,是,,0,,状态码，0：成功,code,LX-074FA24909F1,否,否,否,是,否,lx_code
data,array,是,,,,响应数据,data,LX-074FA24909F1,否,否,否,否,否,lx_data
name,string,是,,Migrated Template,,运费模板名称,data[].name,LX-074FA24909F1,否,否,否,否,否,lx_name
value,string,是,,legacy-template-id,,运费模板id,data[].value,LX-074FA24909F1,否,否,否,否,否,lx_value
error_details,array,是,,[],,数据校验失败时的错误详情,error_details,LX-074FA24909F1,否,否,否,否,否,lx_error_details
message,string,是,,success,,消息提示,message,LX-074FA24909F1,否,否,否,否,否,lx_message
request_id,string,是,,81a889484440454da2de2dc00666f893.1753351909264,,请求链路id,request_id,LX-074FA24909F1,否,否,否,否,是,lx_request_id
response_time,string,是,,2025-07-24 18:11:56,,响应时间,response_time,LX-074FA24909F1,否,否,是,否,否,lx_response_time
total,number,是,,1,,总数,total,LX-074FA24909F1,否,否,否,否,否,lx_total
code,int,是,,0,,状态码，0：成功,code,LX-081EC270CC8F,否,否,否,是,否,lx_code
data,object,是,,,,响应数据,data,LX-081EC270CC8F,否,否,否,否,否,lx_data
businessCode,int,是,,1,,单据类型，1：发货单，2：备货单,data.list.businessCode,LX-081EC270CC8F,否,否,否,否,否,lx_business_code
fees,array,是,,,,费用列表,data.list.fees,LX-081EC270CC8F,是,否,否,否,否,lx_fees
billingWay,string,是,,cbm,,计费方式,data.list.fees[].billingWay,LX-081EC270CC8F,否,否,否,否,否,lx_billing_way
chargeableWeight,string,是,,10.00,,计费重,data.list.fees[].chargeableWeight,LX-081EC270CC8F,否,否,否,否,否,lx_chargeable_weight
feeType,int,是,,1,,费用类型，1：预估，2：实际，3：差异,data.list.fees[].feeType,LX-081EC270CC8F,是,否,否,否,否,lx_fee_type
logisticsFee,string,是,,4704.20,,物流费用,data.list.fees[].logisticsFee,LX-081EC270CC8F,是,否,否,否,否,lx_logistics_fee
logisticsFeeIcon,string,是,,￥,,物流费用币种,data.list.fees[].logisticsFeeIcon,LX-081EC270CC8F,是,否,否,否,否,lx_logistics_fee_icon
otherFeeValue,string,是,,141132.00,,总其他费用,data.list.fees[].otherFeeValue,LX-081EC270CC8F,是,否,否,否,否,lx_other_fee_value
price,string,是,,4704.10,,单价,data.list.fees[].price,LX-081EC270CC8F,是,否,否,否,否,lx_price
priceCurrency,string,是,,CNY,,单价币种,data.list.fees[].priceCurrency,LX-081EC270CC8F,是,否,否,否,否,lx_price_currency
priceIcon,string,是,,￥,,单价币种,data.list.fees[].priceIcon,LX-081EC270CC8F,是,否,否,否,否,lx_price_icon
remark,string,是,,4815,,备注,data.list.fees[].remark,LX-081EC270CC8F,否,否,否,否,否,lx_remark
taxFee,string,是,,0.00,,税费,data.list.fees[].taxFee,LX-081EC270CC8F,是,否,否,否,否,lx_tax_fee
taxFeeIcon,string,是,,￥,,税费币种,data.list.fees[].taxFeeIcon,LX-081EC270CC8F,是,否,否,否,否,lx_tax_fee_icon
totalFeeValue,string,是,,145836.20,,总物流费用,data.list.fees[].totalFeeValue,LX-081EC270CC8F,是,否,否,否,否,lx_total_fee_value
fundsApplyFee,string,是,,￥0.00,,申请中,data.list.fundsApplyFee,LX-081EC270CC8F,是,否,否,否,否,lx_funds_apply_fee
fundsDiscount,string,是,,￥0.00,,折扣金额,data.list.fundsDiscount,LX-081EC270CC8F,是,是,否,否,否,lx_funds_discount
fundsPaidFee,string,是,,￥0.00,,已付金额,data.list.fundsPaidFee,LX-081EC270CC8F,是,否,否,否,否,lx_funds_paid_fee
fundsPayableAmount,string,是,,￥23525.50,,应付金额,data.list.fundsPayableAmount,LX-081EC270CC8F,是,否,否,否,否,lx_funds_payable_amount
fundsUnapplyFee,string,是,,￥23525.50,,未申请,data.list.fundsUnapplyFee,LX-081EC270CC8F,是,否,否,否,否,lx_funds_unapply_fee
fundsUnpaidFee,string,是,,￥23525.50,,未付金额,data.list.fundsUnpaidFee,LX-081EC270CC8F,是,否,否,否,否,lx_funds_unpaid_fee
isNewVersion,int,是,,1,,是否新版费用，0：否，1：是,data.list.isNewVersion,LX-081EC270CC8F,是,否,否,否,否,lx_is_new_version
logisticsChannelName,string,是,,测材积,,物流渠道,data.list.logisticsChannelName,LX-081EC270CC8F,否,否,否,否,否,lx_logistics_channel_name
logisticsProviderName,string,是,,忠迅,,物流商,data.list.logisticsProviderName,LX-081EC270CC8F,否,否,否,否,否,lx_logistics_provider_name
logisticsTrackingNumberList,array,是,,"[""4827""]",,物流商单号列表（旧版物流可能多个物流商单号）,data.list.logisticsTrackingNumberList,LX-081EC270CC8F,否,是,否,否,是,lx_logistics_tracking_number_list
orderNo,string,是,,FL230724001,,头程物流单单号,data.list.orderNo,LX-081EC270CC8F,否,否,否,否,是,lx_order_no
refOrderNo,string,是,,SP230706004,,关联单号,data.list.refOrderNo,LX-081EC270CC8F,否,否,否,否,是,lx_ref_order_no
shipments,array,是,,"[""FBA16STCT522""]",,货件号,data.list.shipments,LX-081EC270CC8F,否,否,否,否,否,lx_shipments
trackingNoList,array,是,,"[""123"",""A111115815""]",,查询单号列表,data.list.trackingNoList,LX-081EC270CC8F,否,否,否,否,是,lx_tracking_no_list
error_details,array,是,,,,数据校验失败时的错误详情,error_details,LX-081EC270CC8F,否,否,否,否,否,lx_error_details
message,string,是,,success,,消息提示,message,LX-081EC270CC8F,否,否,否,否,否,lx_message
request_id,string,是,,a0d54debf93140f3b58d1ed81e8e3583,,请求链路id,request_id,LX-081EC270CC8F,否,否,否,否,是,lx_request_id
response_time,string,是,,2026-05-19 12:00:00,,响应时间,response_time,LX-081EC270CC8F,否,否,是,否,否,lx_response_time
total,int,是,,1,,总数,total,LX-081EC270CC8F,否,否,否,否,否,lx_total
code,int,是,,0,,状态码，0：成功,code,LX-09D9FC0B390B,否,否,否,是,否,lx_code
data,object,是,,,,该接口data返回为null,data,LX-09D9FC0B390B,否,否,否,否,否,lx_data
error_details,array,是,,,,数据校验失败时的错误详情,error_details,LX-09D9FC0B390B,否,否,否,否,否,lx_error_details
message,string,是,,success,,消息提示,message,LX-09D9FC0B390B,否,否,否,否,否,lx_message
request_id,string,是,,a0d54debf93140f3b58d1ed81e8e3583,,请求链路id,request_id,LX-09D9FC0B390B,否,否,否,否,是,lx_request_id
response_time,string,是,,2026-07-22 17:00:00,,响应时间,response_time,LX-09D9FC0B390B,否,否,是,否,否,lx_response_time
total,int,是,,0,,总数,total,LX-09D9FC0B390B,否,否,否,否,否,lx_total
code,int,是,,,,状态码，0：成功,code,LX-09FE9E838C58,否,否,否,是,否,lx_code
data,array,是,,,,数据,data,LX-09FE9E838C58,否,否,否,否,否,lx_data
a_to_z_guarantee_claims,string,是,,,,买家交易保障索赔额,data[].a_to_z_guarantee_claims,LX-09FE9E838C58,否,否,否,否,否,lx_a_to_z_guarantee_claims
ad_sales_amount,string,是,,,,广告销售额,data[].ad_sales_amount,LX-09FE9E838C58,是,否,否,否,否,lx_ad_sales_amount
ad_sales_amount_sb,double,是,,,,sb广告销售额,data[].ad_sales_amount_sb,LX-09FE9E838C58,是,否,否,否,否,lx_ad_sales_amount_sb
ad_sales_amount_sbv,double,是,,,,sbv广告销售额,data[].ad_sales_amount_sbv,LX-09FE9E838C58,是,否,否,否,否,lx_ad_sales_amount_sbv
ad_sales_amount_sd,double,是,,,,sd广告销售额,data[].ad_sales_amount_sd,LX-09FE9E838C58,是,否,否,否,否,lx_ad_sales_amount_sd
ad_sales_amount_sp,double,是,,,,sp广告销售额,data[].ad_sales_amount_sp,LX-09FE9E838C58,是,否,否,否,否,lx_ad_sales_amount_sp
ad_volume,number,是,,,,广告销量,data[].ad_volume,LX-09FE9E838C58,否,否,否,否,否,lx_ad_volume
ad_volume_sb,long,是,,,,sb广告销量,data[].ad_volume_sb,LX-09FE9E838C58,否,否,否,否,否,lx_ad_volume_sb
ad_volume_sbv,long,是,,,,sbv广告销量,data[].ad_volume_sbv,LX-09FE9E838C58,否,否,否,否,否,lx_ad_volume_sbv
ad_volume_sd,long,是,,,,sd广告销量,data[].ad_volume_sd,LX-09FE9E838C58,否,否,否,否,否,lx_ad_volume_sd
ad_volume_sp,long,是,,,,sp广告销量,data[].ad_volume_sp,LX-09FE9E838C58,否,否,否,否,否,lx_ad_volume_sp
adjustments_fee,string,是,,,,调整费,data[].adjustments_fee,LX-09FE9E838C58,是,否,否,否,否,lx_adjustments_fee
ads_sb_cost,string,是,,,,sb花费,data[].ads_sb_cost,LX-09FE9E838C58,是,否,否,否,否,lx_ads_sb_cost
ads_sbv_cost,string,是,,,,sbv花费,data[].ads_sbv_cost,LX-09FE9E838C58,是,否,否,否,否,lx_ads_sbv_cost
ads_sd_cost,string,是,,,,sd花费,data[].ads_sd_cost,LX-09FE9E838C58,是,否,否,否,否,lx_ads_sd_cost
ads_sp_cost,string,是,,,,sp花费,data[].ads_sp_cost,LX-09FE9E838C58,是,否,否,否,否,lx_ads_sp_cost
afn_amount,double,是,,,,fba销售额,data[].afn_amount,LX-09FE9E838C58,是,否,否,否,否,lx_afn_amount
afn_volume,long,是,,,,fba销量,data[].afn_volume,LX-09FE9E838C58,否,否,否,否,否,lx_afn_volume
amount,string,是,,,,销售额,data[].amount,LX-09FE9E838C58,是,否,否,否,否,lx_amount
asins,array,是,,,,asin,data[].asins,LX-09FE9E838C58,否,否,否,否,否,lx_asins
asin,string,是,,,,,data[].asins.asin,LX-09FE9E838C58,否,否,否,否,否,lx_asin
asin_url,string,是,,,,,data[].asins.asin_url,LX-09FE9E838C58,否,否,否,否,否,lx_asin_url
avg_gross_profit,string,是,,,,平均毛利润,data[].avg_gross_profit,LX-09FE9E838C58,是,否,否,否,否,lx_avg_gross_profit
avg_logistics_costs,string,是,,,,头程均价,data[].avg_logistics_costs,LX-09FE9E838C58,是,否,否,否,否,lx_avg_logistics_costs
avg_net_amount,string,是,,,,平均售价,data[].avg_net_amount,LX-09FE9E838C58,是,否,否,否,否,lx_avg_net_amount
avg_other_costs,string,是,,,,其他均价,data[].avg_other_costs,LX-09FE9E838C58,是,否,否,否,否,lx_avg_other_costs
avg_purchase_costs,string,是,,,,采购均价,data[].avg_purchase_costs,LX-09FE9E838C58,是,否,否,否,否,lx_avg_purchase_costs
avg_volume,number,是,,,,平均日销,data[].avg_volume,LX-09FE9E838C58,否,否,否,否,否,lx_avg_volume
brands,array,是,,,,品牌,data[].brands,LX-09FE9E838C58,否,否,否,否,否,lx_brands
categories,array,是,,,,分类,data[].categories,LX-09FE9E838C58,否,否,否,否,否,lx_categories
cost_of_points_granted,string,是,,,,积分收入,data[].cost_of_points_granted,LX-09FE9E838C58,是,否,否,否,否,lx_cost_of_points_granted
currency_code,string,是,,,,币种,data[].currency_code,LX-09FE9E838C58,否,否,否,否,否,lx_currency_code
currency_icon,string,是,,,,币种符号,data[].currency_icon,LX-09FE9E838C58,否,否,否,否,否,lx_currency_icon
fba_fulfillment_fee,string,是,,,,fba（对应订单列表FBA发货费）,data[].fba_fulfillment_fee,LX-09FE9E838C58,是,否,否,否,否,lx_fba_fulfillment_fee
fba_storage_fee,string,是,,,,月仓储费,data[].fba_storage_fee,LX-09FE9E838C58,是,否,否,否,否,lx_fba_storage_fee
fulfillment_fee,string,是,,,,fba发货费（包含亚马逊物流客户退货费）,data[].fulfillment_fee,LX-09FE9E838C58,是,否,否,否,否,lx_fulfillment_fee
fulfillment_fee_rate,string,是,,,,FBA发货费占比,data[].fulfillment_fee_rate,LX-09FE9E838C58,是,否,否,否,否,lx_fulfillment_fee_rate
gift_wrap_credits,string,是,,,,包装收入,data[].gift_wrap_credits,LX-09FE9E838C58,否,否,否,否,否,lx_gift_wrap_credits
gross_margin,string,是,,,,毛利率,data[].gross_margin,LX-09FE9E838C58,否,否,否,否,否,lx_gross_margin
gross_profit,string,是,,,,毛利润,data[].gross_profit,LX-09FE9E838C58,是,否,否,否,否,lx_gross_profit
inventory_credit,string,是,,,,FBA库存赔偿,data[].inventory_credit,LX-09FE9E838C58,否,是,否,否,否,lx_inventory_credit
is_parent,boolean,是,,,,是否有子项,data[].is_parent,LX-09FE9E838C58,否,否,否,否,否,lx_is_parent
item_name,string,是,,,,品名,data[].item_name,LX-09FE9E838C58,否,否,否,否,否,lx_item_name
local_infos,array,是,,,,本地商品信息,data[].local_infos,LX-09FE9E838C58,否,否,否,否,否,lx_local_infos
local_name,string,是,,,,,data[].local_infos.local_name,LX-09FE9E838C58,否,否,否,否,否,lx_local_name
local_sku,string,是,,,,,data[].local_infos.local_sku,LX-09FE9E838C58,否,否,否,否,否,lx_local_sku
logistics_costs,string,是,,,,头程成本,data[].logistics_costs,LX-09FE9E838C58,是,否,否,否,否,lx_logistics_costs
long_term_storage_fee,string,是,,,,长期仓储费,data[].long_term_storage_fee,LX-09FE9E838C58,是,否,否,否,否,lx_long_term_storage_fee
mfn_amount,double,是,,,,fbm销售额,data[].mfn_amount,LX-09FE9E838C58,是,否,否,否,否,lx_mfn_amount
mfn_volume,long,是,,,,fbm销量,data[].mfn_volume,LX-09FE9E838C58,否,否,否,否,否,lx_mfn_volume
multi_channel_volume,number,是,,,,多渠道销量,data[].multi_channel_volume,LX-09FE9E838C58,否,否,否,否,否,lx_multi_channel_volume
net_amount,string,是,,,,净销售额,data[].net_amount,LX-09FE9E838C58,是,否,否,否,否,lx_net_amount
net_gross_margin,string,是,,,,净毛利率,data[].net_gross_margin,LX-09FE9E838C58,否,否,否,否,否,lx_net_gross_margin
off_site_promotion_fee,string,是,,,,站外推广费,data[].off_site_promotion_fee,LX-09FE9E838C58,是,否,否,否,否,lx_off_site_promotion_fee
other_costs,string,是,,,,其他成本,data[].other_costs,LX-09FE9E838C58,是,否,否,否,否,lx_other_costs
other_order_fee,string,是,,,,其他订单费用,data[].other_order_fee,LX-09FE9E838C58,是,否,否,否,否,lx_other_order_fee
parent_asins,array,是,,,,父asin,data[].parent_asins,LX-09FE9E838C58,否,否,否,否,否,lx_parent_asins
pm_discount,double,是,,,,价格折扣,data[].pm_discount,LX-09FE9E838C58,是,是,否,否,否,lx_pm_discount
price_list,array,是,,,,商品基础信息,data[].price_list,LX-09FE9E838C58,是,否,否,否,否,lx_price_list
asin,string,是,,,,,data[].price_list.asin,LX-09FE9E838C58,否,否,否,否,否,lx_asin
brand_title,string,是,,,,,data[].price_list.brand_title,LX-09FE9E838C58,否,否,否,否,否,lx_brand_title
cate_title,string,是,,,,,data[].price_list.cate_title,LX-09FE9E838C58,否,否,否,否,否,lx_cate_title
is_delete,string,是,,,,,data[].price_list.is_delete,LX-09FE9E838C58,否,否,否,否,否,lx_is_delete
item_name,string,是,,,,标题,data[].price_list.item_name,LX-09FE9E838C58,否,否,否,否,否,lx_item_name
local_name,string,是,,,,,data[].price_list.local_name,LX-09FE9E838C58,否,否,否,否,否,lx_local_name
local_sku,string,是,,,,sku,data[].price_list.local_sku,LX-09FE9E838C58,否,否,否,否,否,lx_local_sku
parent_asin,string,是,,,,,data[].price_list.parent_asin,LX-09FE9E838C58,否,否,否,否,否,lx_parent_asin
principal_uids,string,是,,,,,data[].price_list.principal_uids,LX-09FE9E838C58,否,否,否,否,否,lx_principal_uids
seller_sku,string,是,,,,,data[].price_list.seller_sku,LX-09FE9E838C58,否,否,否,否,否,lx_seller_sku
sid,string,是,,,,,data[].price_list.sid,LX-09FE9E838C58,否,否,否,否,是,lx_sid
site_url,string,是,,,,,data[].price_list.site_url,LX-09FE9E838C58,否,否,否,否,否,lx_site_url
small_main_image_url,string,是,,,,,data[].price_list.small_main_image_url,LX-09FE9E838C58,否,否,否,否,否,lx_small_main_image_url
status,string,是,,,,,data[].price_list.status,LX-09FE9E838C58,否,否,否,是,否,lx_status
volume,number,是,,,,,data[].price_list.volume,LX-09FE9E838C58,否,否,否,否,否,lx_volume
principal_names,string,是,,,,listing负责人,data[].principal_names,LX-09FE9E838C58,否,否,否,否,否,lx_principal_names
promotion_discount,string,是,,,,促销折扣,data[].promotion_discount,LX-09FE9E838C58,否,是,否,否,否,lx_promotion_discount
promotion_fee,string,是,,,,推广费,data[].promotion_fee,LX-09FE9E838C58,是,否,否,否,否,lx_promotion_fee
purchase_costs,string,是,,,,采购成本,data[].purchase_costs,LX-09FE9E838C58,是,否,否,否,否,lx_purchase_costs
refund_amount,string,是,,,,退款金额,data[].refund_amount,LX-09FE9E838C58,是,否,否,否,否,lx_refund_amount
refund_amount_rate,string,是,,,,退款率,data[].refund_amount_rate,LX-09FE9E838C58,是,否,否,否,否,lx_refund_amount_rate
refund_quantity,string,是,,,,退款量,data[].refund_quantity,LX-09FE9E838C58,否,是,否,否,否,lx_refund_quantity
replacement_quantity,number,是,,,,补换货量,data[].replacement_quantity,LX-09FE9E838C58,否,是,否,否,否,lx_replacement_quantity
return_quantity,number,是,,,,退货量,data[].return_quantity,LX-09FE9E838C58,否,是,否,否,否,lx_return_quantity
return_rate,string,是,,,,退货率,data[].return_rate,LX-09FE9E838C58,否,否,否,否,否,lx_return_rate
seller_store_countries,array,是,,,,国家,data[].seller_store_countries,LX-09FE9E838C58,否,是,否,否,否,lx_seller_store_countries
country,string,是,,,,,data[].seller_store_countries.country,LX-09FE9E838C58,否,是,否,否,否,lx_country
name,string,是,,,,,data[].seller_store_countries.name,LX-09FE9E838C58,否,否,否,否,否,lx_name
selling_fee,string,是,,,,平台费,data[].selling_fee,LX-09FE9E838C58,是,否,否,否,否,lx_selling_fee
selling_fee_rate,string,是,,,,平台费占比,data[].selling_fee_rate,LX-09FE9E838C58,是,否,否,否,否,lx_selling_fee_rate
selling_other_fee,string,是,,,,平台其他费,data[].selling_other_fee,LX-09FE9E838C58,是,否,否,否,否,lx_selling_other_fee
shared_amazon_partnered_carrier_shipment_fee,string,是,,,,合作承运费,data[].shared_amazon_partnered_carrier_shipment_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_amazon_partnered_carrier_shipment_fee
shared_amazon_shipping_reimbursement,string,是,,,,亚马逊运费赔偿,data[].shared_amazon_shipping_reimbursement,LX-09FE9E838C58,否,否,否,否,否,lx_shared_amazon_shipping_reimbursement
shared_awd_processing_fee,string,是,,,,AWD处理费,data[].shared_awd_processing_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_awd_processing_fee
shared_awd_storage_fee,string,是,,,,AWD仓储费,data[].shared_awd_storage_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_awd_storage_fee
shared_awd_transportation_fee,string,是,,,,AWD运输费,data[].shared_awd_transportation_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_awd_transportation_fee
shared_bubblewrap_fee,string,是,,,,泡沫包装费,data[].shared_bubblewrap_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_bubblewrap_fee
shared_clawbacks,string,是,,,,追索收入,data[].shared_clawbacks,LX-09FE9E838C58,否,否,否,否,否,lx_shared_clawbacks
shared_commingling_vat_income,string,是,,,,混合VAT收入,data[].shared_commingling_vat_income,LX-09FE9E838C58,否,否,否,否,否,lx_shared_commingling_vat_income
shared_cost_of_advertising,string,是,,,,差异分摊,data[].shared_cost_of_advertising,LX-09FE9E838C58,是,否,否,否,否,lx_shared_cost_of_advertising
shared_fba_customer_return_fee,string,是,,,,FBA退回卖家费,data[].shared_fba_customer_return_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_customer_return_fee
shared_fba_disposal_fee,string,是,,,,FBA销毁费,data[].shared_fba_disposal_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_disposal_fee
shared_fba_inbound_convenience_fee,string,是,,,,入库配置费,data[].shared_fba_inbound_convenience_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_inbound_convenience_fee
shared_fba_inbound_defect_fee,string,是,,,,入库缺陷费,data[].shared_fba_inbound_defect_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_inbound_defect_fee
shared_fba_inbound_transportation_program_fee,string,是,,,,入仓手续费,data[].shared_fba_inbound_transportation_program_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_inbound_transportation_program_fee
shared_fba_international_inbound_fee,string,是,,,,FBA国际物流运费,data[].shared_fba_international_inbound_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_international_inbound_fee
shared_fba_liquidation_proceeds,string,是,,,,清算收入,data[].shared_fba_liquidation_proceeds,LX-09FE9E838C58,否,否,否,否,否,lx_shared_fba_liquidation_proceeds
shared_fba_liquidation_proceeds_adjustments,string,是,,,,清算调整,data[].shared_fba_liquidation_proceeds_adjustments,LX-09FE9E838C58,否,否,否,否,否,lx_shared_fba_liquidation_proceeds_adjustments
shared_fba_overage_fee,string,是,,,,超量仓储费,data[].shared_fba_overage_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_overage_fee
shared_fba_removal_fee,string,是,,,,FBA移除费,data[].shared_fba_removal_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_removal_fee
shared_fba_storage_fee,string,是,,,,月仓储费差异,data[].shared_fba_storage_fee,LX-09FE9E838C58,是,否,否,否,否,lx_shared_fba_storage_fee
